bioname,url
"GOLDMAN, Daniel",https://www.congress.gov/member/daniel-goldman/G000599
"LALOTA, Nicholas",https://www.congress.gov/member/nick-lalota/L000598
"LANGWORTHY, Nick",https://www.congress.gov/member/nicholas-langworthy/L000600
"LAWLER, Michael",https://www.congress.gov/member/michael-lawler/L000599
"KENNEDY, Timothy M.",https://www.congress.gov/member/timothy-kennedy/K000402
"GILLEN, Laura",https://www.congress.gov/member/laura-gillen/G000602
"LATIMER, George",https://www.congress.gov/member/george-latimer/L000606
"MANNION, John W.",https://www.congress.gov/member/john-mannion/M001231
"RILEY, Josh",https://www.congress.gov/member/josh-riley/R000622
"NADLER, Jerrold Lewis",https://www.congress.gov/member/jerrold-nadler/N000002
"VELÁZQUEZ, Nydia M.",https://www.congress.gov/member/nydia-velazquez/V000081
"MEEKS, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137
"FOXX, Virginia Ann",https://www.congress.gov/member/virginia-foxx/F000450
"HUDSON, Richard",https://www.congress.gov/member/richard-hudson/H001067
"ROUZER, David",https://www.congress.gov/member/david-rouzer/R000603
"ADAMS, Alma",https://www.congress.gov/member/alma-adams/A000370
"MURPHY, Gregory Francis",https://www.congress.gov/member/gregory-murphy/M001210
"ROSS, Deborah K.",https://www.congress.gov/member/deborah-ross/R000305
"DAVIS, Don",https://www.congress.gov/member/donald-davis/D000230
"EDWARDS, Chuck",https://www.congress.gov/member/chuck-edwards/E000246
"FOUSHEE, Valerie",https://www.congress.gov/member/valerie-foushee/F000477
"HARRIGAN, Pat",https://www.congress.gov/member/pat-harrigan/H001101
"HARRIS, Mark",https://www.congress.gov/member/mark-harris/H001102
"KNOTT, Brad",https://www.congress.gov/member/brad-knott/K000405
"MCDOWELL, Addison P.",https://www.congress.gov/member/addison-mcdowell/M001240
"MOORE, Tim",https://www.congress.gov/member/tim-moore/M001236
"FEDORCHAK, Julie",https://www.congress.gov/member/julie-fedorchak/F000482
"KAPTUR, Marcia Carolyn (Marcy)",https://www.congress.gov/member/marcy-kaptur/K000009
"TURNER, Michael R.",https://www.congress.gov/member/michael-turner/T000463
"JORDAN, Jim",https://www.congress.gov/member/jim-jordan/J000289
"LATTA, Robert E.",https://www.congress.gov/member/robert-latta/L000566
"BEATTY, Joyce",https://www.congress.gov/member/joyce-beatty/B001281
"JOYCE, David",https://www.congress.gov/member/david-joyce/J000295
"DAVIDSON, Warren",https://www.congress.gov/member/warren-davidson/D000626
"BALDERSON, Troy",https://www.congress.gov/member/troy-balderson/B001306
"BROWN, Shontel  M.",https://www.congress.gov/member/shontel-brown/B001313
"CAREY, Mike",https://www.congress.gov/member/mike-carey/C001126
"LANDSMAN, Greg",https://www.congress.gov/member/greg-landsman/L000601
"MILLER, Max",https://www.congress.gov/member/max-miller/M001222
"SYKES, Emilia",https://www.congress.gov/member/emilia-sykes/S001223
"RULLI, Michael A.",https://www.congress.gov/member/michael-rulli/R000619
"TAYLOR, David J.",https://www.congress.gov/member/david-taylor/T000490
"COLE, Tom",https://www.congress.gov/member/tom-cole/C001053
"HERN, Kevin",https://www.congress.gov/member/kevin-hern/H001082
"BICE, Stephanie I.",https://www.congress.gov/member/stephanie-bice/B000740
"BRECHEEN, Josh",https://www.congress.gov/member/josh-brecheen/B001317
"LUCAS, Frank D.",https://www.congress.gov/member/frank-lucas/L000491
"BONAMICI, Suzanne",https://www.congress.gov/member/suzanne-bonamici/B001278
"BENTZ, Cliff",https://www.congress.gov/member/cliff-bentz/B000668
"HOYLE, Val",https://www.congress.gov/member/val-hoyle/H001094
"SALINAS, Andrea",https://www.congress.gov/member/andrea-salinas/S001226
"BYNUM, Janelle S.",https://www.congress.gov/member/janelle-bynum/B001326
"DEXTER, Maxine",https://www.congress.gov/member/maxine-dexter/D000635
"THOMPSON, Glenn",https://www.congress.gov/member/glenn-thompson/T000467
"KELLY, Mike",https://www.congress.gov/member/mike-kelly/K000376
"PERRY, Scott",https://www.congress.gov/member/scott-perry/P000605
"BOYLE, Brendan Francis",https://www.congress.gov/member/brendan-boyle/B001296
"EVANS, Dwight",https://www.congress.gov/member/dwight-evans/E000296
"FITZPATRICK, Brian K.",https://www.congress.gov/member/brian-fitzpatrick/F000466
"SMUCKER, Lloyd K.",https://www.congress.gov/member/lloyd-smucker/S001199
"SCANLON, Mary Gay",https://www.congress.gov/member/mary-scanlon/S001205
"DEAN, Madeleine",https://www.congress.gov/member/madeleine-dean/D000631
"HOULAHAN, Christina",https://www.congress.gov/member/chrissy-houlahan/H001085
"JOYCE, John",https://www.congress.gov/member/john-joyce/J000302
"MEUSER, Dan",https://www.congress.gov/member/daniel-meuser/M001204
"RESCHENTHALER, Guy",https://www.congress.gov/member/guy-reschenthaler/R000610
"DELUZIO, Chris",https://www.congress.gov/member/christopher-deluzio/D000530
"LEE, Summer",https://www.congress.gov/member/summer-lee/L000602
"BRESNAHAN, Robert P., Jr.",https://www.congress.gov/member/robert-bresnahan/B001327
"MACKENZIE, Ryan",https://www.congress.gov/member/ryan-mackenzie/M001230
"MAGAZINER, Seth",https://www.congress.gov/member/seth-magaziner/M001223
"AMO, Gabe",https://www.congress.gov/member/gabe-amo/A000380
"WILSON, Addison Graves (Joe)",https://www.congress.gov/member/joe-wilson/W000795
"NORMAN, Ralph",https://www.congress.gov/member/ralph-norman/N000190
"TIMMONS, William",https://www.congress.gov/member/william-timmons/T000480
"MACE, Nancy",https://www.congress.gov/member/nancy-mace/M000194
"FRY, Russell",https://www.congress.gov/member/russell-fry/F000478
"BIGGS, Sheri",https://www.congress.gov/member/sheri-biggs/B001325
"CLYBURN, James Enos",https://www.congress.gov/member/james-clyburn/C000537
"JOHNSON, Dustin",https://www.congress.gov/member/dusty-johnson/J000301
"COHEN, Stephen",https://www.congress.gov/member/steve-cohen/C001068
"FLEISCHMANN, Chuck",https://www.congress.gov/member/charles-fleischmann/F000459
"DESJARLAIS, Scott",https://www.congress.gov/member/scott-desjarlais/D000616
"KUSTOFF, David",https://www.congress.gov/member/david-kustoff/K000392
"BURCHETT, Timothy",https://www.congress.gov/member/tim-burchett/B001309
"GREEN, Mark",https://www.congress.gov/member/mark-green/G000590
"ROSE, John",https://www.congress.gov/member/john-rose/R000612
"HARSHBARGER, Diana",https://www.congress.gov/member/diana-harshbarger/H001086
"OGLES, Andy",https://www.congress.gov/member/andrew-ogles/O000175
"CARTER, John R.",https://www.congress.gov/member/john-carter/C001051
"GREEN, Al",https://www.congress.gov/member/al-green/G000553
"McCAUL, Michael T.",https://www.congress.gov/member/michael-mccaul/M001157
"CUELLAR, Henry",https://www.congress.gov/member/henry-cuellar/C001063
"WEBER, Randy",https://www.congress.gov/member/randy-weber/W000814
"CASTRO, Joaquin",https://www.congress.gov/member/joaquin-castro/C001091
"WILLIAMS, Roger",https://www.congress.gov/member/roger-williams/W000816
"VEASEY, Marc",https://www.congress.gov/member/marc-veasey/V000131
"BABIN, Brian",https://www.congress.gov/member/brian-babin/B001291
"ARRINGTON, Jodey Cook",https://www.congress.gov/member/jodey-arrington/A000375
"GONZALEZ, Vicente Jr.",https://www.congress.gov/member/vicente-gonzalez/G000581
"CLOUD, Michael",https://www.congress.gov/member/michael-cloud/C001115
"CRENSHAW, Daniel",https://www.congress.gov/member/dan-crenshaw/C001120
"ESCOBAR, Veronica",https://www.congress.gov/member/veronica-escobar/E000299
"FLETCHER, Elizabeth",https://www.congress.gov/member/lizzie-fletcher/F000468
"GARCIA, Sylvia",https://www.congress.gov/member/sylvia-garcia/G000587
"GOODEN, Lance",https://www.congress.gov/member/lance-gooden/G000589
"ROY, Charles",https://www.congress.gov/member/chip-roy/R000614
"FALLON, Pat",https://www.congress.gov/member/pat-fallon/F000246
"GONZALES, Tony",https://www.congress.gov/member/tony-gonzales/G000594
"JACKSON, Ronny",https://www.congress.gov/member/ronny-jackson/J000304
"NEHLS, Troy E.",https://www.congress.gov/member/troy-nehls/N000026
"PFLUGER, August",https://www.congress.gov/member/august-pfluger/P000048
"VAN DUYNE, Beth",https://www.congress.gov/member/beth-van-duyne/V000134
"ELLZEY, Jake",https://www.congress.gov/member/jake-ellzey/E000071
"CASAR, Greg",https://www.congress.gov/member/greg-casar/C001131
"CROCKETT, Jasmine",https://www.congress.gov/member/jasmine-crockett/C001130
"DE LA CRUZ, Monica",https://www.congress.gov/member/monica-de-la-cruz/D000594
"HUNT, Wesley",https://www.congress.gov/member/wesley-hunt/H001095
"LUTTRELL, Morgan",https://www.congress.gov/member/morgan-luttrell/L000603
"MORAN, Nathaniel",https://www.congress.gov/member/nathaniel-moran/M001224
"SELF, Keith",https://www.congress.gov/member/keith-self/S001224
"GILL, Brandon",https://www.congress.gov/member/brandon-gill/G000603
"GOLDMAN, Craig A.",https://www.congress.gov/member/craig-goldman/G000601
"JOHNSON, Julie",https://www.congress.gov/member/julie-johnson/J000310
"TURNER, Sylvester",https://www.congress.gov/member/sylvester-turner/T000489
"DOGGETT, Lloyd Alton, II",https://www.congress.gov/member/lloyd-doggett/D000399
"SESSIONS, Pete",https://www.congress.gov/member/pete-sessions/S000250
"MOORE, Blake D.",https://www.congress.gov/member/blake-moore/M001213
"OWENS, Burgess",https://www.congress.gov/member/burgess-owens/O000086
"MALOY, Celeste",https://www.congress.gov/member/celeste-maloy/M001228
"KENNEDY, Mike",https://www.congress.gov/member/mike-kennedy/K000403
"BALINT, Becca",https://www.congress.gov/member/becca-balint/B001318
"WITTMAN, Robert J.",https://www.congress.gov/member/robert-wittman/W000804
"CONNOLLY, Gerald E. (Gerry)",https://www.congress.gov/member/gerald-connolly/C001078
"GRIFFITH, H. Morgan",https://www.congress.gov/member/h-griffith/G000568
"BEYER, Donald Sternoff Jr.",https://www.congress.gov/member/donald-beyer/B001292
"CLINE, Benjamin",https://www.congress.gov/member/ben-cline/C001118
"KIGGANS, Jennifer",https://www.congress.gov/member/jennifer-kiggans/K000399
"MCCLELLAN, Jennifer",https://www.congress.gov/member/jennifer-mcclellan/M001227
"MCGUIRE, John J., III",https://www.congress.gov/member/john-mcguire/M001239
"SUBRAMANYAM, Suhas",https://www.congress.gov/member/suhas-subramanyam/S001230
"VINDMAN, Eugene Simon",https://www.congress.gov/member/eugene-vindman/V000138
"SCOTT, Robert C.",https://www.congress.gov/member/robert-scott/S000185
"LARSEN, Richard Ray (Rick)",https://www.congress.gov/member/rick-larsen/L000560
"NEWHOUSE, Daniel Milton",https://www.congress.gov/member/dan-newhouse/N000189
"JAYAPAL, Pramila",https://www.congress.gov/member/pramila-jayapal/J000298
"SCHRIER, Kim",https://www.congress.gov/member/kim-schrier/S001216
"STRICKLAND, Marilyn",https://www.congress.gov/member/marilyn-strickland/S001159
"PEREZ, Marie Gluesenkamp",https://www.congress.gov/member/marie-perez/G000600
"BAUMGARTNER, Michael",https://www.congress.gov/member/michael-baumgartner/B001322
"RANDALL, Emily",https://www.congress.gov/member/emily-randall/R000621
"SMITH, Adam",https://www.congress.gov/member/adam-smith/S000510
"DelBENE, Suzan K.",https://www.congress.gov/member/suzan-delbene/D000617
"MILLER, Carol",https://www.congress.gov/member/carol-miller/M001205
"MOORE, Riley M.",https://www.congress.gov/member/riley-moore/M001235
"MOORE, Gwendolynne S. (Gwen)",https://www.congress.gov/member/gwen-moore/M001160
"POCAN, Mark",https://www.congress.gov/member/mark-pocan/P000607
"GROTHMAN, Glenn",https://www.congress.gov/member/glenn-grothman/G000576
"STEIL, Bryan",https://www.congress.gov/member/bryan-steil/S001213
"TIFFANY, Thomas P.",https://www.congress.gov/member/thomas-tiffany/T000165
"FITZGERALD, Scott",https://www.congress.gov/member/scott-fitzgerald/F000471
"VAN ORDEN, Derrick",https://www.congress.gov/member/derrick-van-orden/V000135
"WIED, Tony",https://www.congress.gov/member/tony-wied/W000829
"HAGEMAN, Harriet",https://www.congress.gov/member/harriet-hageman/H001096
"TUBERVILLE, Thomas Hawley (Tommy)",https://www.congress.gov/member/tommy-tuberville/T000278
"BRITT, Katie Elizabeth",https://www.congress.gov/member/katie-britt/B001319
"MURKOWSKI, Lisa",https://www.congress.gov/member/lisa-murkowski/M001153
"SULLIVAN, Daniel Scott",https://www.congress.gov/member/dan-sullivan/S001198
"GALLEGO, Ruben",https://www.congress.gov/member/ruben-gallego/G000574
"KELLY, Mark Edward",https://www.congress.gov/member/mark-kelly/K000377
"BOOZMAN, John",https://www.congress.gov/member/john-boozman/B001236
"COTTON, Tom",https://www.congress.gov/member/tom-cotton/C001095
"SCHIFF, Adam",https://www.congress.gov/member/adam-schiff/S001150
"PADILLA, Alejandro (Alex)",https://www.congress.gov/member/alex-padilla/P000145
"BENNET, Michael F.",https://www.congress.gov/member/michael-bennet/B001267
"HICKENLOOPER, John Wright",https://www.congress.gov/member/john-hickenlooper/H000273
"MURPHY, Christopher",https://www.congress.gov/member/christopher-murphy/M001169
"BLUMENTHAL, Richard",https://www.congress.gov/member/richard-blumenthal/B001277
"BLUNT ROCHESTER, Lisa",https://www.congress.gov/member/lisa-blunt-rochester/B001303
"COONS, Christopher A.",https://www.congress.gov/member/christopher-coons/C001088
"RUBIO, Marco",https://www.congress.gov/member/marco-rubio/R000595
"SCOTT, Richard Lynn (Rick)",https://www.congress.gov/member/rick-scott/S001217
"MOODY, Ashley Brooke",https://www.congress.gov/member/ashley-moody/M001244
"OSSOFF, Thomas Jonathan (Jon)",https://www.congress.gov/member/jon-ossoff/O000174
"WARNOCK, Raphael Gamaliel",https://www.congress.gov/member/raphael-warnock/W000790
"HIRONO, Mazie",https://www.congress.gov/member/mazie-hirono/H001042
"SCHATZ, Brian Emanuel",https://www.congress.gov/member/brian-schatz/S001194
"CRAPO, Michael Dean",https://www.congress.gov/member/mike-crapo/C000880
"RISCH, James",https://www.congress.gov/member/james-risch/R000584
"DURBIN, Richard Joseph",https://www.congress.gov/member/richard-durbin/D000563
"DUCKWORTH, Tammy",https://www.congress.gov/member/tammy-duckworth/D000622
"YOUNG, Todd",https://www.congress.gov/member/todd-young/Y000064
"BANKS, James E.",https://www.congress.gov/member/jim-banks/B001299
"GRASSLEY, Charles Ernest",https://www.congress.gov/member/chuck-grassley/G000386
"ERNST, Joni",https://www.congress.gov/member/joni-ernst/E000295
"MARSHALL, Roger Wayne",https://www.congress.gov/member/roger-marshall/M001198
"MORAN, Jerry",https://www.congress.gov/member/jerry-moran/M000934
"McCONNELL, Addison Mitchell (Mitch)",https://www.congress.gov/member/mitch-mcconnell/M000355
"PAUL, Rand",https://www.congress.gov/member/rand-paul/P000603
"CASSIDY, Bill",https://www.congress.gov/member/bill-cassidy/C001075
"KENNEDY, John Neely",https://www.congress.gov/member/john-kennedy/K000393
"KING, Angus Stanley, Jr.",https://www.congress.gov/member/angus-king/K000383
"COLLINS, Susan Margaret",https://www.congress.gov/member/susan-collins/C001035
"VAN HOLLEN, Christopher",https://www.congress.gov/member/chris-van-hollen/V000128
"ALSOBROOKS, Angela Deneece",https://www.congress.gov/member/angela-alsobrooks/A000382
"MARKEY, Edward John",https://www.congress.gov/member/edward-markey/M000133
"WARREN, Elizabeth",https://www.congress.gov/member/elizabeth-warren/W000817
"PETERS, Gary C.",https://www.congress.gov/member/gary-peters/P000595
"SLOTKIN, Elissa",https://www.congress.gov/member/elissa-slotkin/S001208
"KLOBUCHAR, Amy",https://www.congress.gov/member/amy-klobuchar/K000367
"SMITH, Tina",https://www.congress.gov/member/tina-smith/S001203
"WICKER, Roger F.",https://www.congress.gov/member/roger-wicker/W000437
"HYDE-SMITH, Cindy",https://www.congress.gov/member/cindy-hyde-smith/H001079
"HAWLEY, Joshua David",https://www.congress.gov/member/josh-hawley/H001089
"SCHMITT, Eric Stephen",https://www.congress.gov/member/eric-schmitt/S001227
"DAINES, Steve",https://www.congress.gov/member/steve-daines/D000618
"SHEEHY, Timothy Patrick",https://www.congress.gov/member/tim-sheehy/S001232
"FISCHER, Debra (Deb)",https://www.congress.gov/member/deb-fischer/F000463
"RICKETTS, John Peter (Pete)",https://www.congress.gov/member/pete-ricketts/R000618
"ROSEN, Jacklyn Sheryl",https://www.congress.gov/member/jacky-rosen/R000608
"CORTEZ MASTO, Catherine Marie",https://www.congress.gov/member/catherine-cortez-masto/C001113
"SHAHEEN, Jeanne",https://www.congress.gov/member/jeanne-shaheen/S001181
"HASSAN, Margaret (Maggie)",https://www.congress.gov/member/maggie-hassan/H001076
"KIM, Andy",https://www.congress.gov/member/andy-kim/K000394
"BOOKER, Cory Anthony",https://www.congress.gov/member/cory-booker/B001288
"HEINRICH, Martin",https://www.congress.gov/member/martin-heinrich/H001046
"LUJÁN, Ben Ray",https://www.congress.gov/member/ben-lujan/L000570
"SCHUMER, Charles Ellis (Chuck)",https://www.congress.gov/member/charles-schumer/S000148
"GILLIBRAND, Kirsten",https://www.congress.gov/member/kirsten-gillibrand/G000555
"BUDD, Theodore Paul",https://www.congress.gov/member/ted-budd/B001305
"TILLIS, Thomas Roland (Thom)",https://www.congress.gov/member/thomas-tillis/T000476
"CRAMER, Kevin",https://www.congress.gov/member/kevin-cramer/C001096
"HOEVEN, John",https://www.congress.gov/member/john-hoeven/H001061
"VANCE, James David",https://www.congress.gov/member/j-vance/V000137
"MORENO, Bernardo (Bernie)",https://www.congress.gov/member/bernie-moreno/M001242
"HUSTED, Jon Allen",https://www.congress.gov/member/jon-husted/H001104
"LANKFORD, James",https://www.congress.gov/member/james-lankford/L000575
"MULLIN, Markwayne",https://www.congress.gov/member/markwayne-mullin/M001190
"WYDEN, Ronald Lee",https://www.congress.gov/member/ron-wyden/W000779
"MERKLEY, Jeff",https://www.congress.gov/member/jeff-merkley/M001176
"FETTERMAN, John Karl",https://www.congress.gov/member/john-fetterman/F000479
"MCCORMICK, David Harold",https://www.congress.gov/member/david-mccormick/M001243
"REED, John F. (Jack)",https://www.congress.gov/member/john-reed/R000122
"WHITEHOUSE, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802
"SCOTT, Tim",https://www.congress.gov/member/tim-scott/S001184
"GRAHAM, Lindsey O.",https://www.congress.gov/member/lindsey-graham/G000359
"THUNE, John",https://www.congress.gov/member/john-thune/T000250
"ROUNDS, Marion Michael (Mike)",https://www.congress.gov/member/mike-rounds/R000605
"BLACKBURN, Marsha",https://www.congress.gov/member/marsha-blackburn/B001243
"HAGERTY, William Francis (Bill)",https://www.congress.gov/member/bill-hagerty/H000601
"CORNYN, John",https://www.congress.gov/member/john-cornyn/C001056
"CRUZ, Rafael Edward (Ted)",https://www.congress.gov/member/ted-cruz/C001098
"CURTIS, John R.",https://www.congress.gov/member/john-curtis/C001114
"LEE, Mike",https://www.congress.gov/member/mike-lee/L000577
"WELCH, Peter",https://www.congress.gov/member/peter-welch/W000800
"SANDERS, Bernard",https://www.congress.gov/member/bernie-sanders/S000033
"WARNER, Mark",https://www.congress.gov/member/mark-warner/W000805
"KAINE, Timothy Michael (Tim)",https://www.congress.gov/member/timothy-kaine/K000384
"CANTWELL, Maria E.",https://www.congress.gov/member/maria-cantwell/C000127
"MURRAY, Patty",https://www.congress.gov/member/patty-murray/M001111
"CAPITO, Shelley Moore",https://www.congress.gov/member/shelley-capito/C001047
"JUSTICE, James Conley, II",https://www.congress.gov/member/james-justice/J000312
"BALDWIN, Tammy",https://www.congress.gov/member/tammy-baldwin/B001230
"JOHNSON, Ron",https://www.congress.gov/member/ron-johnson/J000293
"LUMMIS, Cynthia M.",https://www.congress.gov/member/cynthia-lummis/L000571
"BARRASSO, John A.",https://www.congress.gov/member/john-barrasso/B001261
