bioname,url,website
"LANGWORTHY, Nick",https://www.congress.gov/member/nicholas-langworthy/L000600,https://langworthy.house.gov/
"LAWLER, Michael",https://www.congress.gov/member/michael-lawler/L000599,https://lawler.house.gov/
"KENNEDY, Timothy M.",https://www.congress.gov/member/timothy-kennedy/K000402,https://kennedy.house.gov/
"GILLEN, Laura",https://www.congress.gov/member/laura-gillen/G000602,https://gillen.house.gov/
"LATIMER, George",https://www.congress.gov/member/george-latimer/L000606,https://latimer.house.gov/
"MANNION, John W.",https://www.congress.gov/member/john-mannion/M001231,https://mannion.house.gov/
"RILEY, Josh",https://www.congress.gov/member/josh-riley/R000622,https://riley.house.gov/
"NADLER, Jerrold Lewis",https://www.congress.gov/member/jerrold-nadler/N000002,https://nadler.house.gov/
"VELÁZQUEZ, Nydia M.",https://www.congress.gov/member/nydia-velazquez/V000081,https://velazquez.house.gov/
"MEEKS, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,https://meeks.house.gov/
"FOXX, Virginia Ann",https://www.congress.gov/member/virginia-foxx/F000450,https://foxx.house.gov/
"HUDSON, Richard",https://www.congress.gov/member/richard-hudson/H001067,https://hudson.house.gov/
"ROUZER, David",https://www.congress.gov/member/david-rouzer/R000603,https://rouzer.house.gov/
"ADAMS, Alma",https://www.congress.gov/member/alma-adams/A000370,https://adams.house.gov/
"MURPHY, Gregory Francis",https://www.congress.gov/member/gregory-murphy/M001210,https://murphy.house.gov/
"ROSS, Deborah K.",https://www.congress.gov/member/deborah-ross/R000305,https://ross.house.gov/
"DAVIS, Don",https://www.congress.gov/member/donald-davis/D000230,https://dondavis.house.gov/
"EDWARDS, Chuck",https://www.congress.gov/member/chuck-edwards/E000246,https://edwards.house.gov/
"FOUSHEE, Valerie",https://www.congress.gov/member/valerie-foushee/F000477,https://foushee.house.gov/
"HARRIGAN, Pat",https://www.congress.gov/member/pat-harrigan/H001101,https://harrigan.house.gov/
"HARRIS, Mark",https://www.congress.gov/member/mark-harris/H001102,https://markharris.house.gov/
"KNOTT, Brad",https://www.congress.gov/member/brad-knott/K000405,https://knott.house.gov/
"MCDOWELL, Addison P.",https://www.congress.gov/member/addison-mcdowell/M001240,https://mcdowell.house.gov/
"MOORE, Tim",https://www.congress.gov/member/tim-moore/M001236,https://timmoore.house.gov/
"FEDORCHAK, Julie",https://www.congress.gov/member/julie-fedorchak/F000482,https://fedorchak.house.gov/
"KAPTUR, Marcia Carolyn (Marcy)",https://www.congress.gov/member/marcy-kaptur/K000009,https://kaptur.house.gov/
"TURNER, Michael R.",https://www.congress.gov/member/michael-turner/T000463,https://turner.house.gov/
"JORDAN, Jim",https://www.congress.gov/member/jim-jordan/J000289,https://jordan.house.gov/
"LATTA, Robert E.",https://www.congress.gov/member/robert-latta/L000566,https://latta.house.gov/
"BEATTY, Joyce",https://www.congress.gov/member/joyce-beatty/B001281,https://beatty.house.gov/
"JOYCE, David",https://www.congress.gov/member/david-joyce/J000295,https://joyce.house.gov/
"DAVIDSON, Warren",https://www.congress.gov/member/warren-davidson/D000626,https://davidson.house.gov/
"BALDERSON, Troy",https://www.congress.gov/member/troy-balderson/B001306,https://balderson.house.gov/
"BROWN, Shontel  M.",https://www.congress.gov/member/shontel-brown/B001313,https://shontelbrown.house.gov/
"CAREY, Mike",https://www.congress.gov/member/mike-carey/C001126,https://carey.house.gov/
"LANDSMAN, Greg",https://www.congress.gov/member/greg-landsman/L000601,https://landsman.house.gov/
"MILLER, Max",https://www.congress.gov/member/max-miller/M001222,https://maxmiller.house.gov/
"SYKES, Emilia",https://www.congress.gov/member/emilia-sykes/S001223,https://sykes.house.gov/
"RULLI, Michael A.",https://www.congress.gov/member/michael-rulli/R000619,https://rulli.house.gov/
"TAYLOR, David J.",https://www.congress.gov/member/david-taylor/T000490,https://taylor.house.gov/
"COLE, Tom",https://www.congress.gov/member/tom-cole/C001053,https://cole.house.gov/
"HERN, Kevin",https://www.congress.gov/member/kevin-hern/H001082,https://hern.house.gov/
"BICE, Stephanie I.",https://www.congress.gov/member/stephanie-bice/B000740,https://bice.house.gov/
"BRECHEEN, Josh",https://www.congress.gov/member/josh-brecheen/B001317,https://brecheen.house.gov/
"LUCAS, Frank D.",https://www.congress.gov/member/frank-lucas/L000491,https://lucas.house.gov/
"BONAMICI, Suzanne",https://www.congress.gov/member/suzanne-bonamici/B001278,https://bonamici.house.gov/
"BENTZ, Cliff",https://www.congress.gov/member/cliff-bentz/B000668,https://bentz.house.gov/
"HOYLE, Val",https://www.congress.gov/member/val-hoyle/H001094,https://hoyle.house.gov/
"SALINAS, Andrea",https://www.congress.gov/member/andrea-salinas/S001226,https://salinas.house.gov/
"BYNUM, Janelle S.",https://www.congress.gov/member/janelle-bynum/B001326,https://bynum.house.gov/
"DEXTER, Maxine",https://www.congress.gov/member/maxine-dexter/D000635,https://dexter.house.gov/
"THOMPSON, Glenn",https://www.congress.gov/member/glenn-thompson/T000467,https://thompson.house.gov/
"KELLY, Mike",https://www.congress.gov/member/mike-kelly/K000376,https://kelly.house.gov/
"PERRY, Scott",https://www.congress.gov/member/scott-perry/P000605,https://perry.house.gov/
"BOYLE, Brendan Francis",https://www.congress.gov/member/brendan-boyle/B001296,https://boyle.house.gov/
"EVANS, Dwight",https://www.congress.gov/member/dwight-evans/E000296,https://evans.house.gov/
"FITZPATRICK, Brian K.",https://www.congress.gov/member/brian-fitzpatrick/F000466,https://fitzpatrick.house.gov/
"SMUCKER, Lloyd K.",https://www.congress.gov/member/lloyd-smucker/S001199,https://smucker.house.gov/
"SCANLON, Mary Gay",https://www.congress.gov/member/mary-scanlon/S001205,https://scanlon.house.gov/
"DEAN, Madeleine",https://www.congress.gov/member/madeleine-dean/D000631,https://dean.house.gov/
"HOULAHAN, Christina",https://www.congress.gov/member/chrissy-houlahan/H001085,https://houlahan.house.gov/
"JOYCE, John",https://www.congress.gov/member/john-joyce/J000302,https://johnjoyce.house.gov/
"MEUSER, Dan",https://www.congress.gov/member/daniel-meuser/M001204,https://meuser.house.gov/
"RESCHENTHALER, Guy",https://www.congress.gov/member/guy-reschenthaler/R000610,https://reschenthaler.house.gov/
"DELUZIO, Chris",https://www.congress.gov/member/christopher-deluzio/D000530,https://deluzio.house.gov/
"LEE, Summer",https://www.congress.gov/member/summer-lee/L000602,https://summerlee.house.gov/
"BRESNAHAN, Robert P., Jr.",https://www.congress.gov/member/robert-bresnahan/B001327,https://bresnahan.house.gov/
"MACKENZIE, Ryan",https://www.congress.gov/member/ryan-mackenzie/M001230,https://mackenzie.house.gov/
"MAGAZINER, Seth",https://www.congress.gov/member/seth-magaziner/M001223,https://magaziner.house.gov/
"AMO, Gabe",https://www.congress.gov/member/gabe-amo/A000380,https://amo.house.gov/
"WILSON, Addison Graves (Joe)",https://www.congress.gov/member/joe-wilson/W000795,https://joewilson.house.gov/
"NORMAN, Ralph",https://www.congress.gov/member/ralph-norman/N000190,https://norman.house.gov/
"TIMMONS, William",https://www.congress.gov/member/william-timmons/T000480,https://timmons.house.gov/
"MACE, Nancy",https://www.congress.gov/member/nancy-mace/M000194,https://mace.house.gov/
"FRY, Russell",https://www.congress.gov/member/russell-fry/F000478,https://fry.house.gov/
"BIGGS, Sheri",https://www.congress.gov/member/sheri-biggs/B001325,https://sheribiggs.house.gov/
"CLYBURN, James Enos",https://www.congress.gov/member/james-clyburn/C000537,https://clyburn.house.gov/
"JOHNSON, Dustin",https://www.congress.gov/member/dusty-johnson/J000301,https://dustyjohnson.house.gov/
"COHEN, Stephen",https://www.congress.gov/member/steve-cohen/C001068,https://cohen.house.gov/
"FLEISCHMANN, Chuck",https://www.congress.gov/member/charles-fleischmann/F000459,https://fleischmann.house.gov/
"DESJARLAIS, Scott",https://www.congress.gov/member/scott-desjarlais/D000616,https://desjarlais.house.gov/
"KUSTOFF, David",https://www.congress.gov/member/david-kustoff/K000392,https://kustoff.house.gov/
"BURCHETT, Timothy",https://www.congress.gov/member/tim-burchett/B001309,https://burchett.house.gov/
"GREEN, Mark",https://www.congress.gov/member/mark-green/G000590,https://markgreen.house.gov/
"ROSE, John",https://www.congress.gov/member/john-rose/R000612,https://johnrose.house.gov/
"HARSHBARGER, Diana",https://www.congress.gov/member/diana-harshbarger/H001086,https://harshbarger.house.gov/
"OGLES, Andy",https://www.congress.gov/member/andrew-ogles/O000175,https://ogles.house.gov/
"CARTER, John R.",https://www.congress.gov/member/john-carter/C001051,https://carter.house.gov/
"GREEN, Al",https://www.congress.gov/member/al-green/G000553,https://algreen.house.gov/
"McCAUL, Michael T.",https://www.congress.gov/member/michael-mccaul/M001157,https://mccaul.house.gov/
"CUELLAR, Henry",https://www.congress.gov/member/henry-cuellar/C001063,https://cuellar.house.gov/
"WEBER, Randy",https://www.congress.gov/member/randy-weber/W000814,https://weber.house.gov/
"CASTRO, Joaquin",https://www.congress.gov/member/joaquin-castro/C001091,https://castro.house.gov/
"WILLIAMS, Roger",https://www.congress.gov/member/roger-williams/W000816,https://williams.house.gov/
"VEASEY, Marc",https://www.congress.gov/member/marc-veasey/V000131,https://veasey.house.gov/
"BABIN, Brian",https://www.congress.gov/member/brian-babin/B001291,https://babin.house.gov/
"ARRINGTON, Jodey Cook",https://www.congress.gov/member/jodey-arrington/A000375,https://arrington.house.gov/
"GONZALEZ, Vicente Jr.",https://www.congress.gov/member/vicente-gonzalez/G000581,https://gonzalez.house.gov/
"CLOUD, Michael",https://www.congress.gov/member/michael-cloud/C001115,https://cloud.house.gov/
"CRENSHAW, Daniel",https://www.congress.gov/member/dan-crenshaw/C001120,https://crenshaw.house.gov/
"ESCOBAR, Veronica",https://www.congress.gov/member/veronica-escobar/E000299,https://escobar.house.gov/
"FLETCHER, Elizabeth",https://www.congress.gov/member/lizzie-fletcher/F000468,https://fletcher.house.gov/
"GARCIA, Sylvia",https://www.congress.gov/member/sylvia-garcia/G000587,https://sylviagarcia.house.gov/
"GOODEN, Lance",https://www.congress.gov/member/lance-gooden/G000589,https://gooden.house.gov/
"ROY, Charles",https://www.congress.gov/member/chip-roy/R000614,https://roy.house.gov/
"FALLON, Pat",https://www.congress.gov/member/pat-fallon/F000246,https://fallon.house.gov/
"GONZALES, Tony",https://www.congress.gov/member/tony-gonzales/G000594,https://gonzales.house.gov/
"JACKSON, Ronny",https://www.congress.gov/member/ronny-jackson/J000304,https://jackson.house.gov/
"NEHLS, Troy E.",https://www.congress.gov/member/troy-nehls/N000026,https://nehls.house.gov/
"PFLUGER, August",https://www.congress.gov/member/august-pfluger/P000048,https://pfluger.house.gov/
"VAN DUYNE, Beth",https://www.congress.gov/member/beth-van-duyne/V000134,https://vanduyne.house.gov/
"ELLZEY, Jake",https://www.congress.gov/member/jake-ellzey/E000071,https://ellzey.house.gov/
"CASAR, Greg",https://www.congress.gov/member/greg-casar/C001131,https://casar.house.gov/
"CROCKETT, Jasmine",https://www.congress.gov/member/jasmine-crockett/C001130,https://crockett.house.gov/
"DE LA CRUZ, Monica",https://www.congress.gov/member/monica-de-la-cruz/D000594,https://delacruz.house.gov/
"HUNT, Wesley",https://www.congress.gov/member/wesley-hunt/H001095,https://hunt.house.gov/
"LUTTRELL, Morgan",https://www.congress.gov/member/morgan-luttrell/L000603,https://luttrell.house.gov/
"MORAN, Nathaniel",https://www.congress.gov/member/nathaniel-moran/M001224,https://moran.house.gov/
"SELF, Keith",https://www.congress.gov/member/keith-self/S001224,https://keithself.house.gov/
"GILL, Brandon",https://www.congress.gov/member/brandon-gill/G000603,https://gill.house.gov/
"GOLDMAN, Craig A.",https://www.congress.gov/member/craig-goldman/G000601,https://craiggoldman.house.gov/
"JOHNSON, Julie",https://www.congress.gov/member/julie-johnson/J000310,https://juliejohnson.house.gov/
"TURNER, Sylvester",https://www.congress.gov/member/sylvester-turner/T000489,https://sylvesterturner.house.gov/
"DOGGETT, Lloyd Alton, II",https://www.congress.gov/member/lloyd-doggett/D000399,https://doggett.house.gov/
"SESSIONS, Pete",https://www.congress.gov/member/pete-sessions/S000250,https://sessions.house.gov/
"MOORE, Blake D.",https://www.congress.gov/member/blake-moore/M001213,https://blakemoore.house.gov/
"OWENS, Burgess",https://www.congress.gov/member/burgess-owens/O000086,https://owens.house.gov/
"MALOY, Celeste",https://www.congress.gov/member/celeste-maloy/M001228,https://maloy.house.gov/
"KENNEDY, Mike",https://www.congress.gov/member/mike-kennedy/K000403,https://mikekennedy.house.gov/
"BALINT, Becca",https://www.congress.gov/member/becca-balint/B001318,https://balint.house.gov/
"WITTMAN, Robert J.",https://www.congress.gov/member/robert-wittman/W000804,https://wittman.house.gov/
"CONNOLLY, Gerald E. (Gerry)",https://www.congress.gov/member/gerald-connolly/C001078,https://connolly.house.gov/
"GRIFFITH, H. Morgan",https://www.congress.gov/member/h-griffith/G000568,https://morgangriffith.house.gov/
"BEYER, Donald Sternoff Jr.",https://www.congress.gov/member/donald-beyer/B001292,https://beyer.house.gov/
"CLINE, Benjamin",https://www.congress.gov/member/ben-cline/C001118,https://cline.house.gov/
"KIGGANS, Jennifer",https://www.congress.gov/member/jennifer-kiggans/K000399,https://kiggans.house.gov/
"MCCLELLAN, Jennifer",https://www.congress.gov/member/jennifer-mcclellan/M001227,https://mcclellan.house.gov/
"MCGUIRE, John J., III",https://www.congress.gov/member/john-mcguire/M001239,https://mcguire.house.gov/
"SUBRAMANYAM, Suhas",https://www.congress.gov/member/suhas-subramanyam/S001230,https://subramanyam.house.gov/
"VINDMAN, Eugene Simon",https://www.congress.gov/member/eugene-vindman/V000138,https://vindman.house.gov/
"SCOTT, Robert C.",https://www.congress.gov/member/robert-scott/S000185,https://bobbyscott.house.gov/
"LARSEN, Richard Ray (Rick)",https://www.congress.gov/member/rick-larsen/L000560,https://larsen.house.gov/
"NEWHOUSE, Daniel Milton",https://www.congress.gov/member/dan-newhouse/N000189,https://newhouse.house.gov/
"JAYAPAL, Pramila",https://www.congress.gov/member/pramila-jayapal/J000298,https://jayapal.house.gov/
"SCHRIER, Kim",https://www.congress.gov/member/kim-schrier/S001216,https://schrier.house.gov/
"STRICKLAND, Marilyn",https://www.congress.gov/member/marilyn-strickland/S001159,https://strickland.house.gov/
"PEREZ, Marie Gluesenkamp",https://www.congress.gov/member/marie-perez/G000600,https://gluesenkampperez.house.gov/
"BAUMGARTNER, Michael",https://www.congress.gov/member/michael-baumgartner/B001322,https://baumgartner.house.gov/
"RANDALL, Emily",https://www.congress.gov/member/emily-randall/R000621,https://randall.house.gov/
"SMITH, Adam",https://www.congress.gov/member/adam-smith/S000510,https://adamsmith.house.gov/
"DelBENE, Suzan K.",https://www.congress.gov/member/suzan-delbene/D000617,https://delbene.house.gov/
"MILLER, Carol",https://www.congress.gov/member/carol-miller/M001205,https://miller.house.gov/
"MOORE, Riley M.",https://www.congress.gov/member/riley-moore/M001235,https://rileymoore.house.gov/
"MOORE, Gwendolynne S. (Gwen)",https://www.congress.gov/member/gwen-moore/M001160,https://gwenmoore.house.gov/
"POCAN, Mark",https://www.congress.gov/member/mark-pocan/P000607,https://pocan.house.gov/
"GROTHMAN, Glenn",https://www.congress.gov/member/glenn-grothman/G000576,https://grothman.house.gov/
"STEIL, Bryan",https://www.congress.gov/member/bryan-steil/S001213,https://steil.house.gov/
"TIFFANY, Thomas P.",https://www.congress.gov/member/thomas-tiffany/T000165,https://tiffany.house.gov/
"FITZGERALD, Scott",https://www.congress.gov/member/scott-fitzgerald/F000471,https://fitzgerald.house.gov/
"VAN ORDEN, Derrick",https://www.congress.gov/member/derrick-van-orden/V000135,https://vanorden.house.gov/
"WIED, Tony",https://www.congress.gov/member/tony-wied/W000829,https://wied.house.gov/
"HAGEMAN, Harriet",https://www.congress.gov/member/harriet-hageman/H001096,https://hageman.house.gov/
"TUBERVILLE, Thomas Hawley (Tommy)",https://www.congress.gov/member/tommy-tuberville/T000278,https://www.tuberville.senate.gov/
"BRITT, Katie Elizabeth",https://www.congress.gov/member/katie-britt/B001319,https://www.britt.senate.gov/
"MURKOWSKI, Lisa",https://www.congress.gov/member/lisa-murkowski/M001153,https://www.murkowski.senate.gov/
"SULLIVAN, Daniel Scott",https://www.congress.gov/member/dan-sullivan/S001198,https://www.sullivan.senate.gov/
"GALLEGO, Ruben",https://www.congress.gov/member/ruben-gallego/G000574,https://www.gallego.senate.gov/
"KELLY, Mark Edward",https://www.congress.gov/member/mark-kelly/K000377,https://www.kelly.senate.gov/
"BOOZMAN, John",https://www.congress.gov/member/john-boozman/B001236,https://www.boozman.senate.gov/
"COTTON, Tom",https://www.congress.gov/member/tom-cotton/C001095,https://www.cotton.senate.gov/
"SCHIFF, Adam",https://www.congress.gov/member/adam-schiff/S001150,https://www.schiff.senate.gov/
"PADILLA, Alejandro (Alex)",https://www.congress.gov/member/alex-padilla/P000145,https://www.padilla.senate.gov/
"BENNET, Michael F.",https://www.congress.gov/member/michael-bennet/B001267,https://www.bennet.senate.gov/
"HICKENLOOPER, John Wright",https://www.congress.gov/member/john-hickenlooper/H000273,https://www.hickenlooper.senate.gov/
"MURPHY, Christopher",https://www.congress.gov/member/christopher-murphy/M001169,https://www.murphy.senate.gov/
"BLUMENTHAL, Richard",https://www.congress.gov/member/richard-blumenthal/B001277,https://www.blumenthal.senate.gov/
"BLUNT ROCHESTER, Lisa",https://www.congress.gov/member/lisa-blunt-rochester/B001303,https://www.bluntrochester.senate.gov/
"COONS, Christopher A.",https://www.congress.gov/member/christopher-coons/C001088,https://www.coons.senate.gov/
"RUBIO, Marco",https://www.congress.gov/member/marco-rubio/R000595,
"SCOTT, Richard Lynn (Rick)",https://www.congress.gov/member/rick-scott/S001217,https://www.rickscott.senate.gov/
"MOODY, Ashley Brooke",https://www.congress.gov/member/ashley-moody/M001244,https://www.moody.senate.gov
"OSSOFF, Thomas Jonathan (Jon)",https://www.congress.gov/member/jon-ossoff/O000174,https://www.ossoff.senate.gov/
"WARNOCK, Raphael Gamaliel",https://www.congress.gov/member/raphael-warnock/W000790,https://www.warnock.senate.gov/
"HIRONO, Mazie",https://www.congress.gov/member/mazie-hirono/H001042,https://www.hirono.senate.gov/
"SCHATZ, Brian Emanuel",https://www.congress.gov/member/brian-schatz/S001194,https://www.schatz.senate.gov/
"CRAPO, Michael Dean",https://www.congress.gov/member/mike-crapo/C000880,https://www.crapo.senate.gov/
"RISCH, James",https://www.congress.gov/member/james-risch/R000584,https://www.risch.senate.gov/
"DURBIN, Richard Joseph",https://www.congress.gov/member/richard-durbin/D000563,https://www.durbin.senate.gov/
"DUCKWORTH, Tammy",https://www.congress.gov/member/tammy-duckworth/D000622,https://www.duckworth.senate.gov/
"YOUNG, Todd",https://www.congress.gov/member/todd-young/Y000064,https://www.young.senate.gov/
"BANKS, James E.",https://www.congress.gov/member/jim-banks/B001299,https://www.banks.senate.gov/
"GRASSLEY, Charles Ernest",https://www.congress.gov/member/chuck-grassley/G000386,https://www.grassley.senate.gov/
"ERNST, Joni",https://www.congress.gov/member/joni-ernst/E000295,https://www.ernst.senate.gov/
"MARSHALL, Roger Wayne",https://www.congress.gov/member/roger-marshall/M001198,https://www.marshall.senate.gov/
"MORAN, Jerry",https://www.congress.gov/member/jerry-moran/M000934,https://www.moran.senate.gov/
"McCONNELL, Addison Mitchell (Mitch)",https://www.congress.gov/member/mitch-mcconnell/M000355,https://www.mcconnell.senate.gov/
"PAUL, Rand",https://www.congress.gov/member/rand-paul/P000603,https://www.paul.senate.gov/
"CASSIDY, Bill",https://www.congress.gov/member/bill-cassidy/C001075,https://www.cassidy.senate.gov/
"KENNEDY, John Neely",https://www.congress.gov/member/john-kennedy/K000393,https://www.kennedy.senate.gov/
"KING, Angus Stanley, Jr.",https://www.congress.gov/member/angus-king/K000383,https://www.king.senate.gov/
"COLLINS, Susan Margaret",https://www.congress.gov/member/susan-collins/C001035,https://www.collins.senate.gov/
"VAN HOLLEN, Christopher",https://www.congress.gov/member/chris-van-hollen/V000128,https://www.vanhollen.senate.gov/
"ALSOBROOKS, Angela Deneece",https://www.congress.gov/member/angela-alsobrooks/A000382,	https://alsobrooks.senate.gov/
"MARKEY, Edward John",https://www.congress.gov/member/edward-markey/M000133,https://www.markey.senate.gov/
"WARREN, Elizabeth",https://www.congress.gov/member/elizabeth-warren/W000817,https://www.warren.senate.gov/
"PETERS, Gary C.",https://www.congress.gov/member/gary-peters/P000595,https://www.peters.senate.gov/
"SLOTKIN, Elissa",https://www.congress.gov/member/elissa-slotkin/S001208,https://www.slotkin.senate.gov/
"KLOBUCHAR, Amy",https://www.congress.gov/member/amy-klobuchar/K000367,https://www.klobuchar.senate.gov/
"SMITH, Tina",https://www.congress.gov/member/tina-smith/S001203,https://www.smith.senate.gov/
"WICKER, Roger F.",https://www.congress.gov/member/roger-wicker/W000437,https://www.wicker.senate.gov/
"HYDE-SMITH, Cindy",https://www.congress.gov/member/cindy-hyde-smith/H001079,https://www.hydesmith.senate.gov/
"HAWLEY, Joshua David",https://www.congress.gov/member/josh-hawley/H001089,https://www.hawley.senate.gov/
"SCHMITT, Eric Stephen",https://www.congress.gov/member/eric-schmitt/S001227,https://www.schmitt.senate.gov/
"DAINES, Steve",https://www.congress.gov/member/steve-daines/D000618,https://www.daines.senate.gov/
"SHEEHY, Timothy Patrick",https://www.congress.gov/member/tim-sheehy/S001232,https://www.sheehy.senate.gov/
"FISCHER, Debra (Deb)",https://www.congress.gov/member/deb-fischer/F000463,https://www.fischer.senate.gov/
"RICKETTS, John Peter (Pete)",https://www.congress.gov/member/pete-ricketts/R000618,https://www.ricketts.senate.gov/
"ROSEN, Jacklyn Sheryl",https://www.congress.gov/member/jacky-rosen/R000608,https://www.rosen.senate.gov/
"CORTEZ MASTO, Catherine Marie",https://www.congress.gov/member/catherine-cortez-masto/C001113,https://www.cortezmasto.senate.gov/
"SHAHEEN, Jeanne",https://www.congress.gov/member/jeanne-shaheen/S001181,https://www.shaheen.senate.gov/
"HASSAN, Margaret (Maggie)",https://www.congress.gov/member/maggie-hassan/H001076,https://www.hassan.senate.gov/
"KIM, Andy",https://www.congress.gov/member/andy-kim/K000394,https://www.kim.senate.gov/
"BOOKER, Cory Anthony",https://www.congress.gov/member/cory-booker/B001288,https://www.booker.senate.gov/
"HEINRICH, Martin",https://www.congress.gov/member/martin-heinrich/H001046,https://www.heinrich.senate.gov/
"LUJÁN, Ben Ray",https://www.congress.gov/member/ben-lujan/L000570,https://www.lujan.senate.gov/
"SCHUMER, Charles Ellis (Chuck)",https://www.congress.gov/member/charles-schumer/S000148,https://www.schumer.senate.gov/
"GILLIBRAND, Kirsten",https://www.congress.gov/member/kirsten-gillibrand/G000555,https://www.gillibrand.senate.gov/
"BUDD, Theodore Paul",https://www.congress.gov/member/ted-budd/B001305,https://www.budd.senate.gov/
"TILLIS, Thomas Roland (Thom)",https://www.congress.gov/member/thomas-tillis/T000476,https://www.tillis.senate.gov/
"CRAMER, Kevin",https://www.congress.gov/member/kevin-cramer/C001096,https://www.cramer.senate.gov/
"HOEVEN, John",https://www.congress.gov/member/john-hoeven/H001061,https://www.hoeven.senate.gov/
"VANCE, James David",https://www.congress.gov/member/j-vance/V000137,
"MORENO, Bernardo (Bernie)",https://www.congress.gov/member/bernie-moreno/M001242,https://www.moreno.senate.gov
"HUSTED, Jon Allen",https://www.congress.gov/member/jon-husted/H001104,https://www.husted.senate.gov/
"LANKFORD, James",https://www.congress.gov/member/james-lankford/L000575,https://www.lankford.senate.gov/
"MULLIN, Markwayne",https://www.congress.gov/member/markwayne-mullin/M001190,https://www.mullin.senate.gov/
"WYDEN, Ronald Lee",https://www.congress.gov/member/ron-wyden/W000779,https://www.wyden.senate.gov/
"MERKLEY, Jeff",https://www.congress.gov/member/jeff-merkley/M001176,https://www.merkley.senate.gov/
"FETTERMAN, John Karl",https://www.congress.gov/member/john-fetterman/F000479,https://www.fetterman.senate.gov/
"MCCORMICK, David Harold",https://www.congress.gov/member/david-mccormick/M001243,https://mccormick.senate.gov/
"REED, John F. (Jack)",https://www.congress.gov/member/john-reed/R000122,https://www.reed.senate.gov/
"WHITEHOUSE, Sheldon",https://www.congress.gov/member/sheldon-whitehouse/W000802,https://www.whitehouse.senate.gov/
"SCOTT, Tim",https://www.congress.gov/member/tim-scott/S001184,https://www.scott.senate.gov/
"GRAHAM, Lindsey O.",https://www.congress.gov/member/lindsey-graham/G000359,https://www.lgraham.senate.gov/
"THUNE, John",https://www.congress.gov/member/john-thune/T000250,https://www.thune.senate.gov/
"ROUNDS, Marion Michael (Mike)",https://www.congress.gov/member/mike-rounds/R000605,https://www.rounds.senate.gov/
"BLACKBURN, Marsha",https://www.congress.gov/member/marsha-blackburn/B001243,https://www.blackburn.senate.gov/
"HAGERTY, William Francis (Bill)",https://www.congress.gov/member/bill-hagerty/H000601,https://www.hagerty.senate.gov/
"CORNYN, John",https://www.congress.gov/member/john-cornyn/C001056,https://www.cornyn.senate.gov/
"CRUZ, Rafael Edward (Ted)",https://www.congress.gov/member/ted-cruz/C001098,https://www.cruz.senate.gov/
"CURTIS, John R.",https://www.congress.gov/member/john-curtis/C001114,https://www.curtis.senate.gov/
"LEE, Mike",https://www.congress.gov/member/mike-lee/L000577,https://www.lee.senate.gov/
"WELCH, Peter",https://www.congress.gov/member/peter-welch/W000800,https://www.welch.senate.gov/
"SANDERS, Bernard",https://www.congress.gov/member/bernie-sanders/S000033,https://www.sanders.senate.gov/
"WARNER, Mark",https://www.congress.gov/member/mark-warner/W000805,https://www.warner.senate.gov/
"KAINE, Timothy Michael (Tim)",https://www.congress.gov/member/timothy-kaine/K000384,https://www.kaine.senate.gov/
"CANTWELL, Maria E.",https://www.congress.gov/member/maria-cantwell/C000127,https://www.cantwell.senate.gov/
"MURRAY, Patty",https://www.congress.gov/member/patty-murray/M001111,https://www.murray.senate.gov/
"CAPITO, Shelley Moore",https://www.congress.gov/member/shelley-capito/C001047,https://www.capito.senate.gov/
"JUSTICE, James Conley, II",https://www.congress.gov/member/james-justice/J000312,https://www.justice.senate.gov/
"BALDWIN, Tammy",https://www.congress.gov/member/tammy-baldwin/B001230,https://www.baldwin.senate.gov/
"JOHNSON, Ron",https://www.congress.gov/member/ron-johnson/J000293,https://www.ronjohnson.senate.gov/
"LUMMIS, Cynthia M.",https://www.congress.gov/member/cynthia-lummis/L000571,https://www.lummis.senate.gov/
"BARRASSO, John A.",https://www.congress.gov/member/john-barrasso/B001261,https://www.barrasso.senate.gov/
